gameid,url,league,split,date,game,patch,playerid,side,position,player,team,champion,ban1,ban2,ban3,ban4,ban5,gamelength,result,kills,deaths,assists,teamkills,teamdeaths,doublekills,triplekills,quadrakills,pentakills,firstblood,firstbloodkill,firstbloodassist,firstbloodvictim,"team kpm",ckpm,firstdragon,dragons,opp_dragons,elementaldrakes,opp_elementaldrakes,infernals,mountains,clouds,oceans,"dragons (type unknown)",elders,opp_elders,firstherald,heralds,opp_heralds,firstbaron,barons,opp_barons,firsttower,towers,opp_towers,firstmidtower,firsttothreetowers,inhibitors,opp_inhibitors,damagetochampions,dpm,damageshare,wardsplaced,wpm,wardskilled,wcpm,controlwardsbought,visionscore,vspm,totalgold,earnedgold,"earned gpm",earnedgoldshare,goldspent,gspd,"total cs",minionkills,monsterkills,monsterkillsownjungle,monsterkillsenemyjungle,cspm,goldat10,xpat10,csat10,opp_goldat10,opp_xpat10,opp_csat10,golddiffat10,xpdiffat10,csdiffat10,goldat15,xpat15,csat15,opp_goldat15,opp_xpat15,opp_csat15,golddiffat15,xpdiffat15,csdiffat15
ESPORTSTMNT02/1385370,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT02/1385370?gameHash=f4ef4fbe7fc8e4bc&amp;tab=overview,LCS,2020-2,"2020-06-28 19:51:14",1,10.12,5,Blue,sup,Stunt,"100 Thieves",Thresh,Graves,Yuumi,"Twisted Fate",Zilean,LeBlanc,2909,0,0,7,10,20,21,0,0,0,0,0,0,0,0,0.4125,0.8457,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,3347,69.0340,0.025603,72,1.4850,12,0.2475,26,134,2.7638,10867,4657,96.0536,0.0800506,9725,NULL,47,47,0,0,0,0.9694,2069,2550,15,2347,2193,13,-278,357,2,3149,3976,26,4107,3849,18,-958,127,8
ESPORTSTMNT02/1385370,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT02/1385370?gameHash=f4ef4fbe7fc8e4bc&amp;tab=overview,LCS,2020-2,"2020-06-28 19:51:14",1,10.12,6,Red,top,"Broken Blade","Team SoloMid",Gangplank,Aphelios,Syndra,Trundle,Ornn,Zoe,2909,1,4,2,10,21,20,0,0,0,0,0,0,0,0,0.4331,0.8457,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,1,33480,690.5466,0.297468,28,0.5775,1,0.0206,14,39,0.8044,20532,14322,295.4005,0.246578,17533,NULL,363,353,10,6,0,7.4871,2899,3901,58,3251,4550,71,-352,-649,-13,4722,6434,103,5263,7632,124,-541,-1198,-21
ESPORTSTMNT02/1385370,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT02/1385370?gameHash=f4ef4fbe7fc8e4bc&amp;tab=overview,LCS,2020-2,"2020-06-28 19:51:14",1,10.12,7,Red,jng,Spica,"Team SoloMid",Volibear,Aphelios,Syndra,Trundle,Ornn,Zoe,2909,1,4,5,10,21,20,1,0,0,0,1,0,1,0,0.4331,0.8457,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,8150,168.0990,0.0724123,21,0.4331,12,0.2475,22,53,1.0932,13961,7751,159.8694,0.133447,13850,NULL,182,40,142,93,13,3.7539,2857,2709,53,3292,3489,66,-435,-780,-13,4542,4546,83,4968,5751,107,-426,-1205,-24
ESPORTSTMNT02/1385370,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT02/1385370?gameHash=f4ef4fbe7fc8e4bc&amp;tab=overview,LCS,2020-2,"2020-06-28 19:51:14",1,10.12,8,Red,mid,Bjergsen,"Team SoloMid",Orianna,Aphelios,Syndra,Trundle,Ornn,Zoe,2909,1,7,2,10,21,20,0,0,0,0,0,0,0,0,0.4331,0.8457,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,1,36420,751.1860,0.32359,17,0.3506,6,0.1238,6,34,0.7013,21240,15030,310.0034,0.258767,20050,NULL,462,422,40,18,12,9.5290,3451,5112,102,3466,4833,89,-15,279,13,5406,8092,162,5833,8026,151,-427,66,11
ESPORTSTMNT02/1385370,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT02/1385370?gameHash=f4ef4fbe7fc8e4bc&amp;tab=overview,LCS,2020-2,"2020-06-28 19:51:14",1,10.12,9,Red,bot,Doublelift,"Team SoloMid",Kalista,Aphelios,Syndra,Trundle,Ornn,Zoe,2909,1,6,6,6,21,20,0,0,0,0,1,1,0,0,0.4331,0.8457,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,2,26854,553.8811,0.238596,15,0.3094,22,0.4538,5,76,1.5675,22396,16186,333.8467,0.27867,19450,NULL,497,435,62,28,16,10.2509,3954,3692,94,3097,2821,79,857,871,15,6522,5940,148,4797,4732,124,1725,1208,24
ESPORTSTMNT02/1385370,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT02/1385370?gameHash=f4ef4fbe7fc8e4bc&amp;tab=overview,LCS,2020-2,"2020-06-28 19:51:14",1,10.12,10,Red,sup,Biofrost,"Team SoloMid",Blitzcrank,Aphelios,Syndra,Trundle,Ornn,Zoe,2909,1,0,5,13,21,20,0,0,0,0,1,0,1,0,0.4331,0.8457,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,7646,157.7037,0.0679343,84,1.7326,12,0.2475,23,135,2.7845,11004,4794,98.8793,0.0825375,10775,NULL,44,44,0,0,0,0.9075,2347,2193,13,2069,2550,15,278,-357,-2,4107,3849,18,3149,3976,26,958,-127,-8
ESPORTSTMNT02/1385370,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT02/1385370?gameHash=f4ef4fbe7fc8e4bc&amp;tab=overview,LCS,2020-2,"2020-06-28 19:51:14",1,10.12,100,Blue,team,,"100 Thieves",,Graves,Yuumi,"Twisted Fate",Zilean,LeBlanc,2909,0,20,21,39,20,21,3,0,0,0,0,NULL,NULL,NULL,0.4125,0.8457,0,3,5,2,4,0,0,2,0,NULL,1,1,1,1,1,1,3,0,0,9,10,1,0,5,2,130727,2696.3286,NULL,141,2.9082,80,1.6501,55,400,8.2503,89226,58176,1199.9175,NULL,86935,0.0626005,NULL,1123,359,177,105,30.5672,15175,18243,320,15508,17607,320,-333,636,0,24010,30117,532,25299,28861,514,-1289,1256,18
ESPORTSTMNT02/1385370,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT02/1385370?gameHash=f4ef4fbe7fc8e4bc&amp;tab=overview,LCS,2020-2,"2020-06-28 19:51:14",1,10.12,200,Red,team,,"Team SoloMid",,Aphelios,Syndra,Trundle,Ornn,Zoe,2909,1,21,20,49,21,20,1,0,0,0,1,NULL,NULL,NULL,0.4331,0.8457,1,5,3,4,2,0,1,2,1,NULL,1,1,0,1,1,0,0,3,1,10,9,0,1,2,5,112550,2321.4163,NULL,165,3.4032,53,1.0932,70,337,6.9508,89133,58083,1197.9993,NULL,81658,-0.0626005,NULL,1294,254,145,41,31.9285,15508,17607,320,15175,18243,320,333,-636,0,25299,28861,514,24010,30117,532,1289,-1256,-18
ESPORTSTMNT02/1385383,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT02/1385383?gameHash=ee05c0bc07f7913f,LCS,2020-2,"2020-06-28 20:53:34",1,10.12,1,Blue,top,Licorice,Cloud9,Wukong,Graves,Trundle,Orianna,Yuumi,Urgot,1536,1,3,0,10,18,3,0,0,0,0,0,0,0,0,0.7031,0.8203,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,0,12174,475.5469,0.263364,9,0.3516,6,0.2344,4,31,1.2109,13089,9680,378.1250,0.252353,12158,NULL,249,224,25,13,4,9.7266,3682,4532,80,3036,4825,76,646,-293,4,6453,7495,133,4699,6945,113,1754,550,20
ESPORTSTMNT02/1385383,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT02/1385383?gameHash=ee05c0bc07f7913f,LCS,2020-2,"2020-06-28 20:53:34",1,10.12,2,Blue,jng,Blaber,Cloud9,"Lee Sin",Graves,Trundle,Orianna,Yuumi,Urgot,1536,1,8,2,6,18,3,2,0,0,0,0,0,0,0,0.7031,0.8203,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,8204,320.4688,0.17748,12,0.4688,20,0.7813,9,57,2.2266,11380,7971,311.3672,0.2078,10580,NULL,173,32,141,64,25,6.7578,3103,3256,62,2755,2747,47,348,509,15,5091,6014,105,4168,4838,81,923,1176,24
ESPORTSTMNT02/1385383,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT02/1385383?gameHash=ee05c0bc07f7913f,LCS,2020-2,"2020-06-28 20:53:34",1,10.12,3,Blue,mid,Nisqy,Cloud9,"Twisted Fate",Graves,Trundle,Orianna,Yuumi,Urgot,1536,1,1,0,10,18,3,0,0,0,0,0,0,0,0,0.7031,0.8203,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,0,10196,398.2813,0.220573,10,0.3906,4,0.1563,6,22,0.8594,11173,7764,303.2813,0.202404,10590,NULL,236,216,20,16,4,9.2188,3999,5396,94,3300,4450,90,699,946,4,6098,8490,148,5213,6941,145,885,1549,3
ESPORTSTMNT02/1385383,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT02/1385383?gameHash=ee05c0bc07f7913f,LCS,2020-2,"2020-06-28 20:53:34",1,10.12,4,Blue,bot,Zven,Cloud9,Kalista,Graves,Trundle,Orianna,Yuumi,Urgot,1536,1,6,0,5,18,3,1,0,0,0,0,0,0,0,0.7031,0.8203,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,0,11599,453.0859,0.250925,21,0.8203,6,0.2344,6,40,1.5625,12680,9271,362.1484,0.241691,12500,NULL,259,230,29,16,4,10.1172,3740,3384,96,3920,3003,86,-180,381,10,6145,5677,154,5746,5487,142,399,190,12
ESPORTSTMNT02/1385383,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT02/1385383?gameHash=ee05c0bc07f7913f,LCS,2020-2,"2020-06-28 20:53:34",1,10.12,5,Blue,sup,Vulcan,Cloud9,Thresh,Graves,Trundle,Orianna,Yuumi,Urgot,1536,1,0,1,11,18,3,0,0,0,0,0,0,0,1,0.7031,0.8203,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,4052,158.2813,0.0876582,28,1.0938,8,0.3125,10,55,2.1484,7082,3673,143.4766,0.0957527,6750,NULL,34,34,0,0,0,1.3281,2072,2401,12,2077,2554,11,-5,-153,1,3438,3763,25,3129,3482,23,309,281,2
ESPORTSTMNT02/1385383,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT02/1385383?gameHash=ee05c0bc07f7913f,LCS,2020-2,"2020-06-28 20:53:34",1,10.12,6,Red,top,Allorim,Immortals,Aatrox,Varus,Olaf,Syndra,Jayce,Gangplank,1536,0,0,7,0,3,18,0,0,0,0,0,0,0,0,0.1172,0.8203,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,1,4959,193.7109,0.163582,12,0.4688,8,0.3125,8,26,1.0156,8048,4639,181.2109,0.211614,8050,NULL,196,187,9,2,0,7.6563,3036,4825,76,3682,4532,80,-646,293,-4,4699,6945,113,6453,7495,133,-1754,-550,-20
ESPORTSTMNT02/1385383,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT02/1385383?gameHash=ee05c0bc07f7913f,LCS,2020-2,"2020-06-28 20:53:34",1,10.12,7,Red,jng,Xmithie,Immortals,Ivern,Varus,Olaf,Syndra,Jayce,Gangplank,1536,0,0,4,3,3,18,0,0,0,0,1,0,1,0,0.1172,0.8203,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,2420,94.5313,0.0798285,7,0.2734,7,0.2734,7,24,0.9375,6715,3306,129.1406,0.150807,6225,NULL,118,11,107,95,4,4.6094,2755,2747,47,3103,3256,62,-348,-509,-15,4168,4838,81,5091,6014,105,-923,-1176,-24
ESPORTSTMNT02/1385383,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT02/1385383?gameHash=ee05c0bc07f7913f,LCS,2020-2,"2020-06-28 20:53:34",1,10.12,8,Red,mid,Insanity,Immortals,Zoe,Varus,Olaf,Syndra,Jayce,Gangplank,1536,0,1,1,0,3,18,0,0,0,0,0,0,0,0,0.1172,0.8203,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,1,10575,413.0859,0.348837,13,0.5078,3,0.1172,6,20,0.7813,9661,6252,244.2188,0.285194,9340,NULL,219,219,0,0,0,8.5547,3300,4450,90,3999,5396,94,-699,-946,-4,5213,6941,145,6098,8490,148,-885,-1549,-3
ESPORTSTMNT02/1385383,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT02/1385383?gameHash=ee05c0bc07f7913f,LCS,2020-2,"2020-06-28 20:53:34",1,10.12,9,Red,bot,Apollo,Immortals,Ezreal,Varus,Olaf,Syndra,Jayce,Gangplank,1536,0,2,3,0,3,18,0,0,0,0,1,1,0,0,0.1172,0.8203,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,1,10462,408.6719,0.34511,13,0.5078,7,0.2734,6,19,0.7422,9489,6080,237.5000,0.277348,8100,NULL,234,234,0,0,0,9.1406,3920,3003,86,3740,3384,96,180,-381,-10,5746,5487,142,6145,5677,154,-399,-190,-12
ESPORTSTMNT02/1385383,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT02/1385383?gameHash=ee05c0bc07f7913f,LCS,2020-2,"2020-06-28 20:53:34",1,10.12,10,Red,sup,Hakuho,Immortals,Nautilus,Varus,Olaf,Syndra,Jayce,Gangplank,1536,0,0,3,3,3,18,0,0,0,0,1,0,1,0,0.1172,0.8203,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,1899,74.1797,0.0626423,28,1.0938,9,0.3516,10,39,1.5234,5054,1645,64.2578,0.0750376,5000,NULL,30,30,0,0,0,1.1719,2077,2554,11,2072,2401,12,5,153,-1,3129,3482,23,3438,3763,25,-309,-281,-2
ESPORTSTMNT02/1385383,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT02/1385383?gameHash=ee05c0bc07f7913f,LCS,2020-2,"2020-06-28 20:53:34",1,10.12,100,Blue,team,,Cloud9,,Graves,Trundle,Orianna,Yuumi,Urgot,1536,1,18,3,42,18,3,3,0,0,0,0,NULL,NULL,NULL,0.7031,0.8203,1,4,0,4,0,1,2,0,1,NULL,0,0,0,1,1,1,1,0,1,11,2,1,1,3,0,46225,1805.6641,NULL,80,3.1250,44,1.7188,35,205,8.0078,55404,38359,1498.3984,NULL,52578,0.355302,NULL,736,215,109,37,37.1484,16596,18969,344,15088,17579,310,1508,1390,34,27225,31439,565,22955,27693,504,4270,3746,61
ESPORTSTMNT02/1385383,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT02/1385383?gameHash=ee05c0bc07f7913f,LCS,2020-2,"2020-06-28 20:53:34",1,10.12,200,Red,team,,Immortals,,Varus,Olaf,Syndra,Jayce,Gangplank,1536,0,3,18,6,3,18,0,0,0,0,1,NULL,NULL,NULL,0.1172,0.8203,0,0,4,0,4,0,0,0,0,NULL,0,0,1,1,1,0,0,1,0,2,11,0,0,0,3,30315,1184.1797,NULL,73,2.8516,34,1.3281,37,128,5.0000,38967,21922,856.3281,NULL,36715,-0.355302,NULL,681,116,97,4,31.1328,15088,17579,310,16596,18969,344,-1508,-1390,-34,22955,27693,504,27225,31439,565,-4270,-3746,-61
ESPORTSTMNT02/1385399,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT02/1385399?gameHash=649e9d5bf78eab89&amp;tab=overview,LCS,2020-2,"2020-06-28 21:51:43",1,10.12,1,Blue,top,Hauntzer,"Golden Guardians",Jayce,Trundle,Syndra,Yuumi,Sett,Maokai,2834,1,3,2,4,13,10,0,0,0,0,0,0,0,0,0.2752,0.4869,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,40353,854.3331,0.371756,26,0.5505,25,0.5293,9,88,1.8631,20474,14417,305.2294,0.262542,18125,NULL,445,371,74,11,39,9.4213,3223,4469,84,3384,4944,94,-161,-475,-10,5830,7572,143,5346,8079,157,484,-507,-14
ESPORTSTMNT02/1385399,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT02/1385399?gameHash=649e9d5bf78eab89&amp;tab=overview,LCS,2020-2,"2020-06-28 21:51:43",1,10.12,2,Blue,jng,Closer,"Golden Guardians","Lee Sin",Trundle,Syndra,Yuumi,Sett,Maokai,2834,1,1,1,7,13,10,0,0,0,0,1,0,1,0,0.2752,0.4869,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,7562,160.0988,0.0696657,26,0.5505,16,0.3387,14,69,1.4608,15528,9471,200.5152,0.172473,14325,NULL,305,64,241,167,8,6.4573,3341,3398,64,3144,3327,68,197,71,-4,5937,6347,110,5070,5649,109,867,698,1
ESPORTSTMNT02/1385399,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT02/1385399?gameHash=649e9d5bf78eab89&amp;tab=overview,LCS,2020-2,"2020-06-28 21:51:43",1,10.12,3,Blue,mid,Damonte,"Golden Guardians","Twisted Fate",Trundle,Syndra,Yuumi,Sett,Maokai,2834,1,3,0,8,13,10,1,0,0,0,1,0,1,0,0.2752,0.4869,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,0,21462,454.3825,0.197721,9,0.1905,8,0.1694,4,44,0.9315,18952,12895,273.0064,0.234826,17600,NULL,397,358,39,26,9,8.4051,3808,4718,94,3463,4802,97,345,-84,-3,5918,7372,137,5642,7545,152,276,-173,-15
ESPORTSTMNT02/1385399,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT02/1385399?gameHash=649e9d5bf78eab89&amp;tab=overview,LCS,2020-2,"2020-06-28 21:51:43",1,10.12,4,Blue,bot,FBI,"Golden Guardians",Ezreal,Trundle,Syndra,Yuumi,Sett,Maokai,2834,1,6,1,4,13,10,1,0,0,0,1,1,0,0,0.2752,0.4869,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,37230,788.2145,0.342985,29,0.6140,17,0.3599,13,53,1.1221,21198,15141,320.5575,0.275727,18683,NULL,464,436,28,22,4,9.8236,3530,2743,71,3093,3079,67,437,-336,4,6196,5539,125,4629,5325,110,1567,214,15
ESPORTSTMNT02/1385399,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT02/1385399?gameHash=649e9d5bf78eab89&amp;tab=overview,LCS,2020-2,"2020-06-28 21:51:43",1,10.12,5,Blue,sup,huhi,"Golden Guardians","Tahm Kench",Trundle,Syndra,Yuumi,Sett,Maokai,2834,1,0,6,6,13,10,0,0,0,0,1,0,1,0,0.2752,0.4869,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,1940,41.0727,0.0178724,81,1.7149,8,0.1694,24,123,2.6041,9046,2989,63.2816,0.0544321,8675,NULL,36,35,1,1,0,0.7622,2152,2255,15,2151,2271,10,1,-16,5,3064,3365,19,3082,2706,15,-18,659,4
ESPORTSTMNT02/1385399,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT02/1385399?gameHash=649e9d5bf78eab89&amp;tab=overview,LCS,2020-2,"2020-06-28 21:51:43",1,10.12,6,Red,top,Solo,FlyQuest,Ornn,Varus,Kalista,Aphelios,Volibear,Wukong,2834,0,2,3,2,10,13,0,0,0,0,0,0,0,0,0.2117,0.4869,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,14764,312.5759,0.216885,20,0.4234,8,0.1694,6,51,1.0797,17895,11838,250.6281,0.231333,15400,NULL,443,431,12,5,0,9.3790,3384,4944,94,3223,4469,84,161,475,10,5346,8079,157,5830,7572,143,-484,507,14
ESPORTSTMNT02/1385399,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT02/1385399?gameHash=649e9d5bf78eab89&amp;tab=overview,LCS,2020-2,"2020-06-28 21:51:43",1,10.12,7,Red,jng,Santorin,FlyQuest,Graves,Varus,Kalista,Aphelios,Volibear,Wukong,2834,0,3,2,6,10,13,0,0,0,0,0,0,0,0,0.2117,0.4869,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,16611,351.6796,0.244017,15,0.3176,30,0.6351,14,90,1.9054,17036,10979,232.4418,0.214547,17075,NULL,340,119,221,162,12,7.1983,3144,3327,68,3341,3398,64,-197,-71,4,5070,5649,109,5937,6347,110,-867,-698,-1
ESPORTSTMNT02/1385399,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT02/1385399?gameHash=649e9d5bf78eab89&amp;tab=overview,LCS,2020-2,"2020-06-28 21:51:43",1,10.12,8,Red,mid,PowerOfEvil,FlyQuest,Orianna,Varus,Kalista,Aphelios,Volibear,Wukong,2834,0,2,1,5,10,13,0,0,0,0,0,0,0,0,0.2117,0.4869,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,4,16348,346.1115,0.240154,25,0.5293,13,0.2752,10,73,1.5455,21352,15295,323.8179,0.298888,18500,NULL,548,516,32,28,0,11.6020,3463,4802,97,3808,4718,94,-345,84,3,5642,7545,152,5918,7372,137,-276,173,15
ESPORTSTMNT02/1385399,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT02/1385399?gameHash=649e9d5bf78eab89&amp;tab=overview,LCS,2020-2,"2020-06-28 21:51:43",1,10.12,9,Red,bot,MasH,FlyQuest,Senna,Varus,Kalista,Aphelios,Volibear,Wukong,2834,0,2,3,5,10,13,0,0,0,0,0,0,0,1,0.2117,0.4869,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,13038,276.0339,0.19153,17,0.3599,27,0.5716,6,92,1.9478,15238,9181,194.3754,0.179411,14600,NULL,311,299,12,6,0,6.5843,3093,3079,67,3530,2743,71,-437,336,-4,4629,5325,110,6196,5539,125,-1567,-214,-15
ESPORTSTMNT02/1385399,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT02/1385399?gameHash=649e9d5bf78eab89&amp;tab=overview,LCS,2020-2,"2020-06-28 21:51:43",1,10.12,10,Red,sup,IgNar,FlyQuest,Blitzcrank,Varus,Kalista,Aphelios,Volibear,Wukong,2834,0,1,4,6,10,13,0,0,0,0,0,0,0,0,0.2117,0.4869,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,7312,154.8059,0.107414,87,1.8419,16,0.3387,24,146,3.0910,9937,3880,82.1454,0.0758217,9600,NULL,40,36,4,0,0,0.8469,2151,2271,10,2152,2255,15,-1,16,-5,3082,2706,15,3064,3365,19,18,-659,-4
ESPORTSTMNT02/1385399,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT02/1385399?gameHash=649e9d5bf78eab89&amp;tab=overview,LCS,2020-2,"2020-06-28 21:51:43",1,10.12,100,Blue,team,,"Golden Guardians",,Trundle,Syndra,Yuumi,Sett,Maokai,2834,1,13,10,29,13,10,2,0,0,0,1,NULL,NULL,NULL,0.2752,0.4869,1,4,3,4,2,1,1,2,0,NULL,0,1,1,2,0,0,0,1,1,10,3,0,1,4,0,108547,2298.1016,NULL,171,3.6203,74,1.5667,64,377,7.9817,85198,54913,1162.5900,NULL,77408,0.0292693,NULL,1264,383,227,60,34.8694,16054,17583,328,15235,18423,336,819,-840,-8,26945,30195,534,23769,29304,543,3176,891,-9
ESPORTSTMNT02/1385399,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT02/1385399?gameHash=649e9d5bf78eab89&amp;tab=overview,LCS,2020-2,"2020-06-28 21:51:43",1,10.12,200,Red,team,,FlyQuest,,Varus,Kalista,Aphelios,Volibear,Wukong,2834,0,10,13,24,10,13,0,0,0,0,0,NULL,NULL,NULL,0.2117,0.4869,0,3,4,2,4,0,0,2,0,NULL,1,0,0,0,2,1,1,0,0,3,10,1,0,0,4,68073,1441.2068,NULL,164,3.4721,94,1.9901,60,452,9.5695,81458,51173,1083.4086,NULL,75175,-0.0292693,NULL,1401,281,201,12,35.6104,15235,18423,336,16054,17583,328,-819,840,8,23769,29304,543,26945,30195,534,-3176,-891,9
